URL,Filename,Title,Links Found,Status,Timestamp,Error (if failed),Category,Page Summary
https://cyberdefender.hk,index.html,Content Analyzed,N/A,success,2025-10-06T11:50:20.664701,,Main Pages,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/852_sms,852_sms.html,Content Analyzed,N/A,success,2025-10-06T11:50:26.087443,,Main Pages,+852字頭的SMS有可疑？
https://cyberdefender.hk/APT_attack,APT_attack.html,Content Analyzed,N/A,success,2025-10-06T11:50:31.391269,,Main Pages,什麼是進階持續性威脅？
https://cyberdefender.hk/about-us,about-us.html,Content Analyzed,N/A,success,2025-10-06T11:50:37.449257,,Main Pages,"守網者由香港警務處網絡安全及科技罪案調查科全力支援。旨在提升全民數碼素養,加強網絡安全資訊,網上欺詐,不良資訊的認知,避免墮入網上陷阱,做個醒目數碼公民"
https://cyberdefender.hk/abusive_online_content,abusive_online_content.html,Content Analyzed,N/A,success,2025-10-06T11:50:47.214870,,Main Pages,在數碼年代，青少年從小開始接觸互聯網。網上資訊良莠不齊，不良資訊對他們的影響可以有多壞？不良資訊種類繁多，暴力、色情、毒品、賭博、盜版／侵權物品、恐怖主義，以至成年人也未必能分清的深偽(deep fake)、假資訊 (misinformation) 、詐騙陷阱和各類資訊安全風險。
https://cyberdefender.hk/activity,activity.html,Content Analyzed,N/A,success,2025-10-06T11:50:52.652492,,Main Pages,活動 現正 / 即將舉行 已完結活動
https://cyberdefender.hk/artificial-intelligence,artificial-intelligence.html,Content Analyzed,N/A,success,2025-10-06T11:51:03.094634,,Main Pages,"什麼是人工智能｜了解最新WhatsApp, Telegram, Carousell 網上騙案, 投資比特幣,加密貨幣, A股要小心! 即用「防騙視伏器」檢查可疑電話,平台帳戶,收款帳戶,專頁名稱或投資平台"
https://cyberdefender.hk/biometrics,biometrics.html,Content Analyzed,N/A,success,2025-10-06T11:51:09.146675,,Main Pages,"使用多重驗證及生物驗證,WhatsApp,Telegram,社交帳戶更安全｜了解WhatsApp, Telegram, Carousell 網上騙案, 投資比特幣,加密貨幣, A股要小心! 即用「防騙視伏器」檢查可疑電話,平台帳戶,收款帳戶,專頁名稱或投資平台"
https://cyberdefender.hk/cdn-cgi/l/email-protection,cdn-cgi_l_email-protection.html,Failed Download,0,failed,2025-10-06T11:51:10.749991,Error: 404 Client Error: Not Found for url: https://cyberdefender.hk/cdn-cgi/l/email-protection,Main Pages,Error: 404 Client Error: Not Found for url: https://cyberdefender.hk/cdn-cgi/l/email-protection
https://cyberdefender.hk/challenge2025,challenge2025.html,Content Analyzed,N/A,success,2025-10-06T11:51:18.094172,,Main Pages,對象 : 粤港澳大灣區全日制中學生 報名日期 : 2025.10.09-2025.10.31 隊制形式 : 二 人 一 隊 (須 透 過 學 校 報 名 ) 費用全免 頭30位表現優異參賽者有機會參與廣州科技文化探索營 網上簡介會 日期：2025 年 10 月 08 日（星期四）時間：16:30 至
https://cyberdefender.hk/child-protection,child-protection.html,Content Analyzed,N/A,success,2025-10-06T11:51:25.581295,,Main Pages,保護兒童免受網絡性罪行威脅
https://cyberdefender.hk/child_grooming,child_grooming.html,Content Analyzed,N/A,success,2025-10-06T11:51:32.530237,,Main Pages,"什麼是網上性誘識兒童｜了解WhatsApp, Telegram, Carousell 網上騙案, 投資比特幣,加密貨幣, A股要小心! 即用「防騙視伏器」檢查可疑電話,平台帳戶,收款帳戶,專頁名稱或投資平台"
https://cyberdefender.hk/child_porn,child_porn.html,Content Analyzed,N/A,success,2025-10-06T11:51:39.445099,,Main Pages,"什麼是「兒童色情物品」｜了解WhatsApp, Telegram, Carousell 網上騙案, 投資比特幣,加密貨幣, A股要小心! 即用「防騙視伏器」檢查可疑電話,平台帳戶,收款帳戶,專頁名稱或投資平台"
https://cyberdefender.hk/cloudcomputing,cloudcomputing.html,Content Analyzed,N/A,success,2025-10-06T11:51:45.094424,,Main Pages,雲端運算指透過互聯網取用的伺服器軟件及硬件資源（例如資料存取、運算能力、網絡頻寬等）。透過虛擬化（virtualization）技術，伺服器的資源可以分割為多台電腦的虛擬環境，供不同用戶使用。用戶可向雲端服務供應商租用雲端資源，而無需購買昂貴的軟硬件，或相關的管理和維修費用。
https://cyberdefender.hk/compensated_dating,compensated_dating.html,Content Analyzed,N/A,success,2025-10-06T11:51:51.762175,,Main Pages,"援交騙案｜了解WhatsApp, Telegram, Carousell 網上騙案, 投資比特幣,加密貨幣, A股要小心! 即用「防騙視伏器」檢查可疑電話,平台帳戶,收款帳戶,專頁名稱或投資平台"
https://cyberdefender.hk/creditcard_misuse,creditcard_misuse.html,Content Analyzed,N/A,success,2025-10-06T11:51:57.883777,,Main Pages,"了解信用咭資料如何被盜用｜了解WhatsApp, Telegram, Carousell 網上騙案, 投資比特幣,加密貨幣, A股要小心! 即用「防騙視伏器」檢查可疑電話,平台帳戶,收款帳戶,專頁名稱或投資平台"
https://cyberdefender.hk/cryptocurrency,cryptocurrency.html,Content Analyzed,N/A,success,2025-10-06T11:52:06.012363,,Main Pages,"了解加密貨幣,比特幣(bitcoin),虛擬貨幣交易,A股投資騙案手法, 小心WhatsApp, Telegram投資群組騙案, 即用「防騙視伏器」檢查可疑電話,平台帳戶,收款帳戶,專頁名稱或投資平台"
https://cyberdefender.hk/cspa2025,cspa2025.html,Content Analyzed,N/A,success,2025-10-06T11:52:12.077922,,Main Pages,【立即報名｜《網絡安全精英嘉許計劃2025》 】【立即報名｜《網絡安全精英嘉許計劃2025》 】由香港警務處 (網絡安全及科技罪案調查科)主辦，與數字政策辦公室 (政府電腦保安事故協調中心)、香港生產力促進局
https://cyberdefender.hk/cyber-hygiene,cyber-hygiene.html,Content Analyzed,N/A,success,2025-10-06T11:52:38.267569,,Main Pages,"網絡淨化｜了解WhatsApp, Telegram, Carousell 網上騙案, 投資比特幣,加密貨幣, A股要小心! 即用「防騙視伏器」檢查可疑電話,平台帳戶,收款帳戶,專頁名稱或投資平台"
https://cyberdefender.hk/cyberbullying,cyberbullying.html,Content Analyzed,N/A,success,2025-10-06T11:52:43.765420,,Main Pages,網絡欺凌指利用圖像、聲音、文字等訊息，透過社交媒體、討論區、即時通訊軟件、電郵、線上遊戲等平台蓄意並持續對他人作出的冒犯或滋擾行為。這些行為包括詆毀、排斥、恐嚇、勒索、假冒他人身分、發放虛假訊息、起底、分享受害人的影像、改圖、誘使進行性活動等。
https://cyberdefender.hk/cybercrime,cybercrime.html,Content Analyzed,N/A,success,2025-10-06T11:52:58.873665,,Cybercrime,網購防騙貼士｜認清哪些貨品最高危？真假專頁點樣分?
https://cyberdefender.hk/cyberdefender_quest,cyberdefender_quest.html,Content Analyzed,N/A,success,2025-10-06T11:53:17.918596,,Main Pages,《守網歷險》讓你在模擬網上交友、遊戲及購物等情境中，經歷不法分子如何一步一步誘使你墮入陷阱的情節。遊戲的情境都是由真實案件改篇，你能否辨識和避開所有陷阱嗎？
https://cyberdefender.hk/cybersex,cybersex.html,Content Analyzed,N/A,success,2025-10-06T11:53:24.733668,,Main Pages,網絡性愛 • 裸聊 • 性短訊
https://cyberdefender.hk/darkweb,darkweb.html,Content Analyzed,N/A,success,2025-10-06T11:53:30.629459,,Main Pages,暗網 互聯網無遠弗屆，蘊藏著海量資訊。網上有多少資訊能被大眾接觸到？從資訊觸及性 來說，互聯網可分為表網、深網和暗網三個層次。 暗網 互聯網無遠弗屆，蘊藏著海量資訊。網上有多少資訊能被大眾接觸到？從資訊觸及性來說，互聯網可分為表網、深網和暗網三個層次。 I. 表網 (Surface
https://cyberdefender.hk/ddos,ddos.html,Content Analyzed,N/A,success,2025-10-06T11:53:36.859372,,Main Pages,甚麼是分散式阻斷服務攻擊?
https://cyberdefender.hk/deep-fake,deep-fake.html,Content Analyzed,N/A,success,2025-10-06T11:53:42.448454,,Main Pages,"什麼是深度偽造 ？有圖未必有真相，認識深度偽造帶來的風險｜了解最新WhatsApp, Telegram, Carousell 網上騙案, 投資比特幣,加密貨幣, A股要小心! 即用「防騙視伏器」檢查可疑電話,平台帳戶,收款帳戶,專頁名稱或投資平台"
https://cyberdefender.hk/digital_literacy,digital_literacy.html,Content Analyzed,N/A,success,2025-10-06T11:53:48.231412,,Main Pages,"淺談數碼素養｜了解WhatsApp, Telegram, Carousell 網上騙案, 投資比特幣,加密貨幣, A股要小心! 即用「防騙視伏器」檢查可疑電話,平台帳戶,收款帳戶,專頁名稱或投資平台"
https://cyberdefender.hk/disclaimer,disclaimer.html,Content Analyzed,N/A,success,2025-10-06T11:53:53.486842,,Main Pages,"了解最新WhatsApp, Telegram, Carousell 網上騙案, 投資比特幣,加密貨幣, A股要小心! 即用「防騙視伏器」檢查可疑電話,平台帳戶,收款帳戶,專頁名稱或投資平台｜ 免責聲明"
https://cyberdefender.hk/dispose-old-mobile-phone-safely,dispose-old-mobile-phone-safely.html,Content Analyzed,N/A,success,2025-10-06T11:53:58.833317,,Main Pages,"如何安全棄置舊手機｜了解WhatsApp, Telegram, Carousell 網上騙案, 投資比特幣,加密貨幣, A股要小心! 即用「防騙視伏器」檢查可疑電話,平台帳戶,收款帳戶,專頁名稱或投資平台"
https://cyberdefender.hk/doxxing,doxxing.html,Content Analyzed,N/A,success,2025-10-06T11:54:04.859482,,Main Pages,"什麼是「網上起底」｜了解WhatsApp, Telegram, Carousell 網上騙案, 投資比特幣,加密貨幣, A股要小心! 即用「防騙視伏器」檢查可疑電話,平台帳戶,收款帳戶,專頁名稱或投資平台"
https://cyberdefender.hk/e-hkd,e-hkd.html,Content Analyzed,N/A,success,2025-10-06T11:54:11.104940,,Main Pages,"什麼是數碼港元｜了解最新WhatsApp, Telegram, Carousell 網上騙案, 投資比特幣,加密貨幣, A股要小心! 即用「防騙視伏器」檢查可疑電話,平台帳戶,收款帳戶,專頁名稱或投資平台"
https://cyberdefender.hk/email_scam,email_scam.html,Content Analyzed,N/A,success,2025-10-06T11:54:18.003010,,Main Pages,"商業電郵騙案,假冒公司高層或商業夥伴｜小心網上騙案, 即用「防騙視伏器」檢查可疑電話,平台帳戶,收款帳戶,專頁名稱或投資平台"
https://cyberdefender.hk/en-us,en-us.html,Content Analyzed,N/A,success,2025-10-06T11:54:23.577333,,Other,"CyberDefender provides people from all walks of life with information about cyber security, information security and cybercrime."
https://cyberdefender.hk/en-us/852_sms,en-us_852_sms.html,Content Analyzed,N/A,success,2025-10-06T11:54:28.972236,,Other,Is SMS with a prefix +852 suspicious?
https://cyberdefender.hk/en-us/852_sms?rest_route=%2Fprivate_membership%2Flogout,en-us_852_sms.html,Content Analyzed,N/A,success,2025-10-06T11:54:34.764035,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/?member_dashboard=1,en-us_.html,Content Analyzed,N/A,success,2025-10-06T11:54:39.779907,,Other,Registered member only
https://cyberdefender.hk/en-us/?rest_route=%2Fprivate_membership%2Flogout,en-us_.html,Content Analyzed,N/A,success,2025-10-06T11:54:45.554528,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/APT_attack,en-us_APT_attack.html,Content Analyzed,N/A,success,2025-10-06T11:54:50.762454,,Other,What is an APT attack?
https://cyberdefender.hk/en-us/APT_attack?rest_route=%2Fprivate_membership%2Flogout,en-us_APT_attack.html,Content Analyzed,N/A,success,2025-10-06T11:54:56.732196,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/a-strong-password-is-an-important-part,en-us_a-strong-password-is-an-important-part.html,Content Analyzed,N/A,success,2025-10-06T11:55:02.549148,,Other,A strong password is an important part of cybersecurity and protecting your privacy
https://cyberdefender.hk/en-us/about-us,en-us_about-us.html,Content Analyzed,N/A,success,2025-10-06T11:55:08.314881,,Other,About CyberDefender
https://cyberdefender.hk/en-us/about-us?rest_route=%2Fprivate_membership%2Flogout,en-us_about-us.html,Content Analyzed,N/A,success,2025-10-06T11:55:14.501519,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/abusive_online_content,en-us_abusive_online_content.html,Content Analyzed,N/A,success,2025-10-06T11:55:21.313622,,Other,Abusive Online Content
https://cyberdefender.hk/en-us/abusive_online_content?rest_route=%2Fprivate_membership%2Flogout,en-us_abusive_online_content.html,Content Analyzed,N/A,success,2025-10-06T11:55:27.645356,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/activity,en-us_activity.html,Content Analyzed,N/A,success,2025-10-06T11:55:32.836649,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 Cyberdefender
https://cyberdefender.hk/en-us/activity?rest_route=%2Fprivate_membership%2Flogout,en-us_activity.html,Content Analyzed,N/A,success,2025-10-06T11:55:38.732824,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/anti-fraud-tips-for-online-shopping,en-us_anti-fraud-tips-for-online-shopping.html,Content Analyzed,N/A,success,2025-10-06T11:55:43.797078,,Other,(Chinese version only)
https://cyberdefender.hk/en-us/apt_attack,en-us_apt_attack.html,Content Analyzed,N/A,success,2025-10-06T11:55:49.071995,,Other,What is an APT attack?
https://cyberdefender.hk/en-us/artificial-intelligence,en-us_artificial-intelligence.html,Content Analyzed,N/A,success,2025-10-06T11:55:54.260836,,Other,Artificial Intelligence
https://cyberdefender.hk/en-us/artificial-intelligence?rest_route=%2Fprivate_membership%2Flogout,en-us_artificial-intelligence.html,Content Analyzed,N/A,success,2025-10-06T11:55:59.753702,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/biometrics,en-us_biometrics.html,Content Analyzed,N/A,success,2025-10-06T11:56:05.597174,,Other,Multi-Factor Authentication and Biometric Authentication
https://cyberdefender.hk/en-us/biometrics?rest_route=%2Fprivate_membership%2Flogout,en-us_biometrics.html,Content Analyzed,N/A,success,2025-10-06T11:56:11.703959,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/bughunting_campaign_2025,en-us_bughunting_campaign_2025.html,Content Analyzed,N/A,success,2025-10-06T11:56:17.536463,,Other,Social Media Platforms and Video Channels
https://cyberdefender.hk/en-us/bughunting_campaign_2025?rest_route=%2Fprivate_membership%2Flogout,en-us_bughunting_campaign_2025.html,Content Analyzed,N/A,success,2025-10-06T11:56:23.153822,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/challenge2024,en-us_challenge2024.html,Content Analyzed,N/A,success,2025-10-06T11:56:28.455454,,Other,Traditional Chinese & Simple Chinese Only​
https://cyberdefender.hk/en-us/child-protection,en-us_child-protection.html,Content Analyzed,N/A,success,2025-10-06T11:56:33.645456,,Other,Protect children from online sexual threats
https://cyberdefender.hk/en-us/child-protection?rest_route=%2Fprivate_membership%2Flogout,en-us_child-protection.html,Content Analyzed,N/A,success,2025-10-06T11:56:39.023540,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/child_grooming,en-us_child_grooming.html,Content Analyzed,N/A,success,2025-10-06T11:56:44.206060,,Other,Online Child Sexual Grooming
https://cyberdefender.hk/en-us/child_grooming?rest_route=%2Fprivate_membership%2Flogout,en-us_child_grooming.html,Content Analyzed,N/A,success,2025-10-06T11:56:50.103891,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/child_porn,en-us_child_porn.html,Content Analyzed,N/A,success,2025-10-06T11:56:55.228521,,Other,Child pornography
https://cyberdefender.hk/en-us/child_porn?rest_route=%2Fprivate_membership%2Flogout,en-us_child_porn.html,Content Analyzed,N/A,success,2025-10-06T11:57:01.019422,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/cloudcomputing,en-us_cloudcomputing.html,Content Analyzed,N/A,success,2025-10-06T11:57:06.342605,,Other,Cloud Computing
https://cyberdefender.hk/en-us/cloudcomputing?rest_route=%2Fprivate_membership%2Flogout,en-us_cloudcomputing.html,Content Analyzed,N/A,success,2025-10-06T11:57:12.081397,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/compensated_dating,en-us_compensated_dating.html,Content Analyzed,N/A,success,2025-10-06T11:57:18.377396,,Other,What is compensated dating scam?
https://cyberdefender.hk/en-us/compensated_dating?rest_route=%2Fprivate_membership%2Flogout,en-us_compensated_dating.html,Content Analyzed,N/A,success,2025-10-06T11:57:24.001343,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/creditcard_misuse,en-us_creditcard_misuse.html,Content Analyzed,N/A,success,2025-10-06T11:57:29.812694,,Other,Lost or stolen
https://cyberdefender.hk/en-us/creditcard_misuse?rest_route=%2Fprivate_membership%2Flogout,en-us_creditcard_misuse.html,Content Analyzed,N/A,success,2025-10-06T11:57:35.594837,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/cryptocurrency,en-us_cryptocurrency.html,Content Analyzed,N/A,success,2025-10-06T11:57:41.412485,,Other,What is Cryptocurrency?
https://cyberdefender.hk/en-us/cryptocurrency?rest_route=%2Fprivate_membership%2Flogout,en-us_cryptocurrency.html,Content Analyzed,N/A,success,2025-10-06T11:57:48.620576,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/csatf,en-us_csatf.html,Failed Download,0,failed,2025-10-06T11:57:51.511177,Error: 404 Client Error: Not Found for url: https://cyberdefender.hk/en-us/csatf,Other,Error: 404 Client Error: Not Found for url: https://cyberdefender.hk/en-us/csatf
https://cyberdefender.hk/en-us/cspa2025,en-us_cspa2025.html,Content Analyzed,N/A,success,2025-10-06T11:57:56.645664,,Other,Social Media Platforms and Video Channels
https://cyberdefender.hk/en-us/cspa2025?rest_route=%2Fprivate_membership%2Flogout,en-us_cspa2025.html,Content Analyzed,N/A,success,2025-10-06T11:58:02.936998,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/cyber-hygiene,en-us_cyber-hygiene.html,Content Analyzed,N/A,success,2025-10-06T11:58:31.919585,,Other,Cyber Hygiene
https://cyberdefender.hk/en-us/cyber-hygiene?rest_route=%2Fprivate_membership%2Flogout,en-us_cyber-hygiene.html,Content Analyzed,N/A,success,2025-10-06T11:58:37.229166,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/cyberbullying,en-us_cyberbullying.html,Content Analyzed,N/A,success,2025-10-06T11:58:42.272089,,Other,Cyber-bullying
https://cyberdefender.hk/en-us/cyberbullying?rest_route=%2Fprivate_membership%2Flogout,en-us_cyberbullying.html,Content Analyzed,N/A,success,2025-10-06T11:58:47.671418,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/cybercrime,en-us_cybercrime.html,Content Analyzed,N/A,success,2025-10-06T11:58:53.057763,,Cybercrime,Romance Scam
https://cyberdefender.hk/en-us/cybercrime?rest_route=%2Fprivate_membership%2Flogout,en-us_cybercrime.html,Content Analyzed,N/A,success,2025-10-06T11:58:58.325238,,Cybercrime,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
