URL,Filename,Title,Links Found,Status,Timestamp,Error (if failed),Category,Page Summary
https://cyberdefender.hk/en-us,en-us.html,CyberDefender - 守網者,238,success,2025-10-06T10:32:00.712157,,Other,"CyberDefender provides people from all walks of life with information about cyber security, information security and cybercrime."
https://cyberdefender.hk/en-us/scameter,en-us_scameter.html,Scameter - 守網者,205,success,2025-10-06T10:32:06.190751,,Scameter,Suspected Scam / Cyber Pitfall?
https://cyberdefender.hk/en-us/page/2,en-us_page_2.html,CyberDefender - 守網者,240,success,2025-10-06T10:32:11.750534,,Other,"CyberDefender provides people from all walks of life with information about cyber security, information security and cybercrime."
https://cyberdefender.hk/en-us/compensated_dating,en-us_compensated_dating.html,Compensated Dating Scam - 守網者,219,success,2025-10-06T10:32:17.316824,,Other,What is compensated dating scam?
https://cyberdefender.hk/en-us/email_scam,en-us_email_scam.html,Business Email Compromise - 守網者,219,success,2025-10-06T10:32:22.848120,,Other,What is business email compromise?
https://cyberdefender.hk/en-us/deep-fake,en-us_deep-fake.html,What is Deepfake? - 守網者,215,success,2025-10-06T10:32:27.817289,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 Cyberdefender
https://cyberdefender.hk/en-us/mitm,en-us_mitm.html,Man-in-the-middle Attack - 守網者,215,success,2025-10-06T10:32:32.873500,,Other,What is Man-in-the-middle Attack?
https://cyberdefender.hk/en-us/phishing_attack,en-us_phishing_attack.html,Phishing Attack - 守網者,215,success,2025-10-06T10:32:38.598993,,Other,What is phishing attack?
https://cyberdefender.hk/en-us/protect_privacy,en-us_protect_privacy.html,Protecting your privacy - 守網者,221,success,2025-10-06T10:32:43.874576,,Other,Mobile phone privacy
https://cyberdefender.hk/en-us/whats-cookie,en-us_whats-cookie.html,What is Cookie - 守網者,215,success,2025-10-06T10:32:49.133252,,Other,What is Cookie?
https://cyberdefender.hk/en-us/online-account-hijacking,en-us_online-account-hijacking.html,Online Account Hijacking - 守網者,219,success,2025-10-06T10:32:54.627262,,Other,What is online account hijacking?
https://cyberdefender.hk/en-us/doxxing,en-us_doxxing.html,Online Doxxing - 守網者,227,success,2025-10-06T10:32:59.799629,,Other,"What is ""online doxxing""?"
https://cyberdefender.hk/en-us/page/3,en-us_page_3.html,CyberDefender - 守網者,241,success,2025-10-06T10:33:05.246147,,Other,"CyberDefender provides people from all walks of life with information about cyber security, information security and cybercrime."
https://cyberdefender.hk/en-us/child_grooming,en-us_child_grooming.html,Online Child Sexual Grooming - 守網者,227,success,2025-10-06T10:33:10.847519,,Other,Online Child Sexual Grooming
https://cyberdefender.hk/en-us/iot,en-us_iot.html,Internet of Things (IoT) - 守網者,215,success,2025-10-06T10:33:17.599093,,Other,Internet of Things?
https://cyberdefender.hk/en-us?rest_route=%2Fprivate_membership%2Flogout,en-us.html,CyberDefender ⋆ 守網者 Cyberdefender,240,success,2025-10-06T10:33:24.940939,,Other,「守網者」旨在提升全民數碼素養，加強對資訊安全風險、網上欺詐、不良資訊的認知，從而避免墮入網上陷阱，做個醒目數碼公民。 防騙視伏器，釣魚詐騙，網上詐騙，網絡陷阱，可疑網購平台，假網站，可疑短訊，釣魚電郵。2023年全城守網正式啟動
https://cyberdefender.hk/en-us/child-protection,en-us_child-protection.html,Protect children from online sexual threats - 守網者,227,success,2025-10-06T10:33:30.382427,,Other,Protect children from online sexual threats
https://cyberdefender.hk/en-us/ransomware,en-us_ransomware.html,Ransomware - 守網者,215,success,2025-10-06T10:33:36.073410,,Other,What is Ransomware?
https://cyberdefender.hk/en-us/voyeurism,en-us_voyeurism.html,Voyeurism Offence - 守網者,227,success,2025-10-06T10:33:41.183078,,Other,Voyeurism Offence
https://cyberdefender.hk/en-us/disclaimer,en-us_disclaimer.html,Important Notices - 守網者,203,success,2025-10-06T10:33:46.280380,,Other,Important Notice
https://cyberdefender.hk/en-us/APT_attack,en-us_APT_attack.html,Advanced Persistent Threat Attacks - 守網者,215,success,2025-10-06T10:33:51.597561,,Other,What is an APT attack?
